中药名称,中药名称对应的URL
蟑螂,https://zhongyibaike.com/wiki/蟑螂
斑蝥,https://zhongyibaike.com/wiki/斑蝥
壁虎,https://zhongyibaike.com/wiki/壁虎
穿山甲,https://zhongyibaike.com/wiki/穿山甲
急性子,https://zhongyibaike.com/wiki/急性子
鳝鱼皮,https://zhongyibaike.com/wiki/鳝鱼皮
地胆,https://zhongyibaike.com/wiki/地胆
鼠妇虫,https://zhongyibaike.com/wiki/鼠妇虫
蛴螬,https://zhongyibaike.com/wiki/蛴螬
王瓜根,https://zhongyibaike.com/wiki/王瓜根
干漆,https://zhongyibaike.com/wiki/干漆
红娘虫,https://zhongyibaike.com/wiki/红娘虫
半夏,https://zhongyibaike.com/wiki/半夏
天南星,https://zhongyibaike.com/wiki/天南星
胆南星,https://zhongyibaike.com/wiki/胆南星
猪牙皂,https://zhongyibaike.com/wiki/猪牙皂
姜汁,https://zhongyibaike.com/wiki/姜汁
猫爪草,https://zhongyibaike.com/wiki/猫爪草
禹白附,https://zhongyibaike.com/wiki/禹白附
白芥子,https://zhongyibaike.com/wiki/白芥子
旋覆花,https://zhongyibaike.com/wiki/旋覆花
白前,https://zhongyibaike.com/wiki/白前
川贝母,https://zhongyibaike.com/wiki/川贝母
瓜蒌子,https://zhongyibaike.com/wiki/瓜蒌子
瓜蒌皮,https://zhongyibaike.com/wiki/瓜蒌皮
浙贝母,https://zhongyibaike.com/wiki/浙贝母
荸荠,https://zhongyibaike.com/wiki/荸荠
百药煎,https://zhongyibaike.com/wiki/百药煎
冬瓜子,https://zhongyibaike.com/wiki/冬瓜子
瓜蒌,https://zhongyibaike.com/wiki/瓜蒌
竹茹,https://zhongyibaike.com/wiki/竹茹
梨,https://zhongyibaike.com/wiki/梨
竹沥,https://zhongyibaike.com/wiki/竹沥
龙脷叶,https://zhongyibaike.com/wiki/龙脷叶
天竺黄,https://zhongyibaike.com/wiki/天竺黄
桔梗,https://zhongyibaike.com/wiki/桔梗
前胡,https://zhongyibaike.com/wiki/前胡
蛤壳,https://zhongyibaike.com/wiki/蛤壳
胖大海,https://zhongyibaike.com/wiki/胖大海
海浮石,https://zhongyibaike.com/wiki/海浮石
瓦楞子,https://zhongyibaike.com/wiki/瓦楞子
金礞石,https://zhongyibaike.com/wiki/金礞石
海藻,https://zhongyibaike.com/wiki/海藻
昆布,https://zhongyibaike.com/wiki/昆布
平贝母,https://zhongyibaike.com/wiki/平贝母
伊贝母,https://zhongyibaike.com/wiki/伊贝母
甜瓜子,https://zhongyibaike.com/wiki/甜瓜子
湖北贝母,https://zhongyibaike.com/wiki/湖北贝母
猪仔笠,https://zhongyibaike.com/wiki/猪仔笠
海带,https://zhongyibaike.com/wiki/海带
毛白杨,https://zhongyibaike.com/wiki/毛白杨
太白贝母,https://zhongyibaike.com/wiki/太白贝母
白螺蛳壳,https://zhongyibaike.com/wiki/白螺蛳壳
皂荚子,https://zhongyibaike.com/wiki/皂荚子
无患子,https://zhongyibaike.com/wiki/无患子
苦杏仁,https://zhongyibaike.com/wiki/苦杏仁
胡颓子根,https://zhongyibaike.com/wiki/胡颓子根
甜杏仁,https://zhongyibaike.com/wiki/甜杏仁
柿霜,https://zhongyibaike.com/wiki/柿霜
一匹绸,https://zhongyibaike.com/wiki/一匹绸
手掌参,https://zhongyibaike.com/wiki/手掌参
苏子,https://zhongyibaike.com/wiki/苏子
百部,https://zhongyibaike.com/wiki/百部
土党参,https://zhongyibaike.com/wiki/土党参
水莎草,https://zhongyibaike.com/wiki/水莎草
高粱根,https://zhongyibaike.com/wiki/高粱根
蚱蜢,https://zhongyibaike.com/wiki/蚱蜢
紫菀,https://zhongyibaike.com/wiki/紫菀
款冬花,https://zhongyibaike.com/wiki/款冬花
马兜铃,https://zhongyibaike.com/wiki/马兜铃
枇杷叶,https://zhongyibaike.com/wiki/枇杷叶
枇杷花,https://zhongyibaike.com/wiki/枇杷花
桑白皮,https://zhongyibaike.com/wiki/桑白皮
葶苈子,https://zhongyibaike.com/wiki/葶苈子
白果,https://zhongyibaike.com/wiki/白果
银杏叶,https://zhongyibaike.com/wiki/银杏叶
华山参,https://zhongyibaike.com/wiki/华山参
罗汉果,https://zhongyibaike.com/wiki/罗汉果
胡颓子叶,https://zhongyibaike.com/wiki/胡颓子叶
矮地茶,https://zhongyibaike.com/wiki/矮地茶
洋金花,https://zhongyibaike.com/wiki/洋金花
天仙子,https://zhongyibaike.com/wiki/天仙子
石吊兰,https://zhongyibaike.com/wiki/石吊兰
牡荆叶,https://zhongyibaike.com/wiki/牡荆叶
野马追,https://zhongyibaike.com/wiki/野马追
猪胆粉,https://zhongyibaike.com/wiki/猪胆粉
满山红,https://zhongyibaike.com/wiki/满山红
暴马子,https://zhongyibaike.com/wiki/暴马子
白沙糖,https://zhongyibaike.com/wiki/白沙糖
水黄杨木,https://zhongyibaike.com/wiki/水黄杨木
栗壳,https://zhongyibaike.com/wiki/栗壳
猪胰,https://zhongyibaike.com/wiki/猪胰
豆腐浆,https://zhongyibaike.com/wiki/豆腐浆
水晶鱼,https://zhongyibaike.com/wiki/水晶鱼
猪蹄甲,https://zhongyibaike.com/wiki/猪蹄甲
猫儿屎,https://zhongyibaike.com/wiki/猫儿屎
鱼草,https://zhongyibaike.com/wiki/鱼草
蚬壳,https://zhongyibaike.com/wiki/蚬壳
鲫鱼头,https://zhongyibaike.com/wiki/鲫鱼头
猪肺,https://zhongyibaike.com/wiki/猪肺
菠萝皮,https://zhongyibaike.com/wiki/菠萝皮
柠檬叶,https://zhongyibaike.com/wiki/柠檬叶
玫瑰茄,https://zhongyibaike.com/wiki/玫瑰茄
大火草根,https://zhongyibaike.com/wiki/大火草根
水莲沙,https://zhongyibaike.com/wiki/水莲沙
土丁桂,https://zhongyibaike.com/wiki/土丁桂
天山花楸,https://zhongyibaike.com/wiki/天山花楸
千日红,https://zhongyibaike.com/wiki/千日红
夹竹桃,https://zhongyibaike.com/wiki/夹竹桃
斑竹根,https://zhongyibaike.com/wiki/斑竹根
木犀花,https://zhongyibaike.com/wiki/木犀花
泡桐果,https://zhongyibaike.com/wiki/泡桐果
水獭肝,https://zhongyibaike.com/wiki/水獭肝
天浆壳,https://zhongyibaike.com/wiki/天浆壳
麻秸,https://zhongyibaike.com/wiki/麻秸
鸬鹚涎,https://zhongyibaike.com/wiki/鸬鹚涎
白苏子,https://zhongyibaike.com/wiki/白苏子
天竺子,https://zhongyibaike.com/wiki/天竺子
石决明,https://zhongyibaike.com/wiki/石决明
珍珠母,https://zhongyibaike.com/wiki/珍珠母
牡蛎,https://zhongyibaike.com/wiki/牡蛎
青礞石,https://zhongyibaike.com/wiki/青礞石
紫贝齿,https://zhongyibaike.com/wiki/紫贝齿
罗布麻叶,https://zhongyibaike.com/wiki/罗布麻叶
生铁落,https://zhongyibaike.com/wiki/生铁落
赭石,https://zhongyibaike.com/wiki/赭石
蒺藜,https://zhongyibaike.com/wiki/蒺藜
羚羊角,https://zhongyibaike.com/wiki/羚羊角
牛黄,https://zhongyibaike.com/wiki/牛黄
珍珠,https://zhongyibaike.com/wiki/珍珠
象牙,https://zhongyibaike.com/wiki/象牙
钩藤,https://zhongyibaike.com/wiki/钩藤
蚱蝉,https://zhongyibaike.com/wiki/蚱蝉
地龙,https://zhongyibaike.com/wiki/地龙
天麻,https://zhongyibaike.com/wiki/天麻
僵蚕,https://zhongyibaike.com/wiki/僵蚕
全蝎,https://zhongyibaike.com/wiki/全蝎
蜈蚣,https://zhongyibaike.com/wiki/蜈蚣
人工牛黄,https://zhongyibaike.com/wiki/人工牛黄
体外培育牛黄,https://zhongyibaike.com/wiki/体外培育牛黄
鸡脑,https://zhongyibaike.com/wiki/鸡脑
丝带蕨,https://zhongyibaike.com/wiki/丝带蕨
玳瑁,https://zhongyibaike.com/wiki/玳瑁
猴枣,https://zhongyibaike.com/wiki/猴枣
颠茄草,https://zhongyibaike.com/wiki/颠茄草
酸枣仁,https://zhongyibaike.com/wiki/酸枣仁
莲子心,https://zhongyibaike.com/wiki/莲子心
灵芝,https://zhongyibaike.com/wiki/灵芝
紫石英,https://zhongyibaike.com/wiki/紫石英
珊瑚,https://zhongyibaike.com/wiki/珊瑚
茯神,https://zhongyibaike.com/wiki/茯神
缬草,https://zhongyibaike.com/wiki/缬草
柏子仁,https://zhongyibaike.com/wiki/柏子仁
远志,https://zhongyibaike.com/wiki/远志
石莲子,https://zhongyibaike.com/wiki/石莲子
合欢皮,https://zhongyibaike.com/wiki/合欢皮
百合,https://zhongyibaike.com/wiki/百合
合欢花,https://zhongyibaike.com/wiki/合欢花
首乌藤,https://zhongyibaike.com/wiki/首乌藤
磁石,https://zhongyibaike.com/wiki/磁石
龙骨,https://zhongyibaike.com/wiki/龙骨
琥珀,https://zhongyibaike.com/wiki/琥珀
朱砂,https://zhongyibaike.com/wiki/朱砂
龙齿,https://zhongyibaike.com/wiki/龙齿
广枣,https://zhongyibaike.com/wiki/广枣
甘木通,https://zhongyibaike.com/wiki/甘木通
猪心,https://zhongyibaike.com/wiki/猪心
兔毛蒿,https://zhongyibaike.com/wiki/兔毛蒿
井华水,https://zhongyibaike.com/wiki/井华水
对虾壳,https://zhongyibaike.com/wiki/对虾壳
白石英,https://zhongyibaike.com/wiki/白石英
猴头菌,https://zhongyibaike.com/wiki/猴头菌
云母石,https://zhongyibaike.com/wiki/云母石
麝香,https://zhongyibaike.com/wiki/麝香
麝香壳,https://zhongyibaike.com/wiki/麝香壳
冰片,https://zhongyibaike.com/wiki/冰片
安息香,https://zhongyibaike.com/wiki/安息香
苏合香,https://zhongyibaike.com/wiki/苏合香
石菖蒲,https://zhongyibaike.com/wiki/石菖蒲
蟾酥,https://zhongyibaike.com/wiki/蟾酥
九节菖蒲,https://zhongyibaike.com/wiki/九节菖蒲
艾片,https://zhongyibaike.com/wiki/艾片
人参,https://zhongyibaike.com/wiki/人参
粟米,https://zhongyibaike.com/wiki/粟米
粳米,https://zhongyibaike.com/wiki/粳米
猪肚,https://zhongyibaike.com/wiki/猪肚
木耳,https://zhongyibaike.com/wiki/木耳
大豆黄,https://zhongyibaike.com/wiki/大豆黄
糯米泔,https://zhongyibaike.com/wiki/糯米泔
番薯,https://zhongyibaike.com/wiki/番薯
羊肉,https://zhongyibaike.com/wiki/羊肉
黍米,https://zhongyibaike.com/wiki/黍米
峨参,https://zhongyibaike.com/wiki/峨参
糯米,https://zhongyibaike.com/wiki/糯米
带鱼,https://zhongyibaike.com/wiki/带鱼
霞天膏,https://zhongyibaike.com/wiki/霞天膏
西洋参,https://zhongyibaike.com/wiki/西洋参
高丽参,https://zhongyibaike.com/wiki/高丽参
饴糖,https://zhongyibaike.com/wiki/饴糖
党参,https://zhongyibaike.com/wiki/党参
红参,https://zhongyibaike.com/wiki/红参
太子参,https://zhongyibaike.com/wiki/太子参
人参叶,https://zhongyibaike.com/wiki/人参叶
红芪,https://zhongyibaike.com/wiki/红芪
黄芪,https://zhongyibaike.com/wiki/黄芪
白术,https://zhongyibaike.com/wiki/白术
山药,https://zhongyibaike.com/wiki/山药
刺五加,https://zhongyibaike.com/wiki/刺五加
绞股蓝,https://zhongyibaike.com/wiki/绞股蓝
红景天,https://zhongyibaike.com/wiki/红景天
甘草,https://zhongyibaike.com/wiki/甘草
大枣,https://zhongyibaike.com/wiki/大枣
蜂蜜,https://zhongyibaike.com/wiki/蜂蜜
牛鼻栓,https://zhongyibaike.com/wiki/牛鼻栓
苹果,https://zhongyibaike.com/wiki/苹果
冰糖,https://zhongyibaike.com/wiki/冰糖
鸽,https://zhongyibaike.com/wiki/鸽
马铃薯,https://zhongyibaike.com/wiki/马铃薯
鲥鱼,https://zhongyibaike.com/wiki/鲥鱼
鸽卵,https://zhongyibaike.com/wiki/鸽卵
鳜鱼,https://zhongyibaike.com/wiki/鳜鱼
鹅肉,https://zhongyibaike.com/wiki/鹅肉
猪肉,https://zhongyibaike.com/wiki/猪肉
鸡肉,https://zhongyibaike.com/wiki/鸡肉
竹荪,https://zhongyibaike.com/wiki/竹荪
芋头,https://zhongyibaike.com/wiki/芋头
青鱼,https://zhongyibaike.com/wiki/青鱼
黄芽白菜,https://zhongyibaike.com/wiki/黄芽白菜
马肉,https://zhongyibaike.com/wiki/马肉
蜗牛壳,https://zhongyibaike.com/wiki/蜗牛壳
鲟鱼,https://zhongyibaike.com/wiki/鲟鱼
猪肝,https://zhongyibaike.com/wiki/猪肝
酒酿,https://zhongyibaike.com/wiki/酒酿
甘蓝,https://zhongyibaike.com/wiki/甘蓝
人参子,https://zhongyibaike.com/wiki/人参子
陈仓米,https://zhongyibaike.com/wiki/陈仓米
金缕梅,https://zhongyibaike.com/wiki/金缕梅
鹿茸,https://zhongyibaike.com/wiki/鹿茸
鹿角胶,https://zhongyibaike.com/wiki/鹿角胶
鹿角,https://zhongyibaike.com/wiki/鹿角
鹿角霜,https://zhongyibaike.com/wiki/鹿角霜
麻雀脑,https://zhongyibaike.com/wiki/麻雀脑
淡菜,https://zhongyibaike.com/wiki/淡菜
雀,https://zhongyibaike.com/wiki/雀
羊肾,https://zhongyibaike.com/wiki/羊肾
紫河车,https://zhongyibaike.com/wiki/紫河车
雪莲花,https://zhongyibaike.com/wiki/雪莲花
脐带,https://zhongyibaike.com/wiki/脐带
楮实子,https://zhongyibaike.com/wiki/楮实子
海龙,https://zhongyibaike.com/wiki/海龙
肉苁蓉,https://zhongyibaike.com/wiki/肉苁蓉
牛骨髓,https://zhongyibaike.com/wiki/牛骨髓
巴戟天,https://zhongyibaike.com/wiki/巴戟天
淫羊藿,https://zhongyibaike.com/wiki/淫羊藿
仙茅,https://zhongyibaike.com/wiki/仙茅
锁阳,https://zhongyibaike.com/wiki/锁阳
杜仲叶,https://zhongyibaike.com/wiki/杜仲叶
钟乳石,https://zhongyibaike.com/wiki/钟乳石
韭菜子,https://zhongyibaike.com/wiki/韭菜子
阳起石,https://zhongyibaike.com/wiki/阳起石
核桃仁,https://zhongyibaike.com/wiki/核桃仁
葫芦巴,https://zhongyibaike.com/wiki/葫芦巴
补骨脂,https://zhongyibaike.com/wiki/补骨脂
益智,https://zhongyibaike.com/wiki/益智
菟丝子,https://zhongyibaike.com/wiki/菟丝子
沙苑子,https://zhongyibaike.com/wiki/沙苑子
雄蚕蛾,https://zhongyibaike.com/wiki/雄蚕蛾
杜仲,https://zhongyibaike.com/wiki/杜仲
续断,https://zhongyibaike.com/wiki/续断
蛤蚧,https://zhongyibaike.com/wiki/蛤蚧
海狗肾,https://zhongyibaike.com/wiki/海狗肾
海马,https://zhongyibaike.com/wiki/海马
哈蟆油,https://zhongyibaike.com/wiki/哈蟆油
冬虫夏草,https://zhongyibaike.com/wiki/冬虫夏草
对虾,https://zhongyibaike.com/wiki/对虾
虾,https://zhongyibaike.com/wiki/虾
葱实,https://zhongyibaike.com/wiki/葱实
鸡肝,https://zhongyibaike.com/wiki/鸡肝
龙虾,https://zhongyibaike.com/wiki/龙虾
猪肾,https://zhongyibaike.com/wiki/猪肾
海参,https://zhongyibaike.com/wiki/海参
萝藦子,https://zhongyibaike.com/wiki/萝藦子
萝藦,https://zhongyibaike.com/wiki/萝藦
鹅管石,https://zhongyibaike.com/wiki/鹅管石
艾实,https://zhongyibaike.com/wiki/艾实
韭菜,https://zhongyibaike.com/wiki/韭菜
侧耳,https://zhongyibaike.com/wiki/侧耳
南烛子,https://zhongyibaike.com/wiki/南烛子
当归,https://zhongyibaike.com/wiki/当归
熟地黄,https://zhongyibaike.com/wiki/熟地黄
何首乌,https://zhongyibaike.com/wiki/何首乌
白芍,https://zhongyibaike.com/wiki/白芍
牛肉,https://zhongyibaike.com/wiki/牛肉
酥油,https://zhongyibaike.com/wiki/酥油
荔枝肉,https://zhongyibaike.com/wiki/荔枝肉
鳖甲胶,https://zhongyibaike.com/wiki/鳖甲胶
阿胶,https://zhongyibaike.com/wiki/阿胶
龙眼肉,https://zhongyibaike.com/wiki/龙眼肉
蓝布正,https://zhongyibaike.com/wiki/蓝布正
葡萄,https://zhongyibaike.com/wiki/葡萄
樱桃,https://zhongyibaike.com/wiki/樱桃
猪蹄,https://zhongyibaike.com/wiki/猪蹄
腐巴,https://zhongyibaike.com/wiki/腐巴
猪血,https://zhongyibaike.com/wiki/猪血
章鱼,https://zhongyibaike.com/wiki/章鱼
乌贼鱼肉,https://zhongyibaike.com/wiki/乌贼鱼肉
龟血,https://zhongyibaike.com/wiki/龟血
鸭血,https://zhongyibaike.com/wiki/鸭血
龟肉,https://zhongyibaike.com/wiki/龟肉
鲳鱼,https://zhongyibaike.com/wiki/鲳鱼
驴肉,https://zhongyibaike.com/wiki/驴肉
黑枣,https://zhongyibaike.com/wiki/黑枣
一点血,https://zhongyibaike.com/wiki/一点血
北沙参,https://zhongyibaike.com/wiki/北沙参
南沙参,https://zhongyibaike.com/wiki/南沙参
人乳汁,https://zhongyibaike.com/wiki/人乳汁
酥,https://zhongyibaike.com/wiki/酥
麦冬,https://zhongyibaike.com/wiki/麦冬
凤凰衣,https://zhongyibaike.com/wiki/凤凰衣
天冬,https://zhongyibaike.com/wiki/天冬
石斛,https://zhongyibaike.com/wiki/石斛
玉竹,https://zhongyibaike.com/wiki/玉竹
银耳,https://zhongyibaike.com/wiki/银耳
明党参,https://zhongyibaike.com/wiki/明党参
鸡子,https://zhongyibaike.com/wiki/鸡子
枸杞子,https://zhongyibaike.com/wiki/枸杞子
桑椹,https://zhongyibaike.com/wiki/桑椹
黑芝麻,https://zhongyibaike.com/wiki/黑芝麻
龟板胶,https://zhongyibaike.com/wiki/龟板胶
铁皮石斛,https://zhongyibaike.com/wiki/铁皮石斛
黄精,https://zhongyibaike.com/wiki/黄精
墨旱莲,https://zhongyibaike.com/wiki/墨旱莲
女贞子,https://zhongyibaike.com/wiki/女贞子
龟甲,https://zhongyibaike.com/wiki/龟甲
鳖甲,https://zhongyibaike.com/wiki/鳖甲
鸡子黄,https://zhongyibaike.com/wiki/鸡子黄
乌骨鸡,https://zhongyibaike.com/wiki/乌骨鸡
鳖脂,https://zhongyibaike.com/wiki/鳖脂
鸭卵,https://zhongyibaike.com/wiki/鸭卵
鳖卵,https://zhongyibaike.com/wiki/鳖卵
银鱼,https://zhongyibaike.com/wiki/银鱼
鳖血,https://zhongyibaike.com/wiki/鳖血
鳖肉,https://zhongyibaike.com/wiki/鳖肉
蛏肉,https://zhongyibaike.com/wiki/蛏肉
鲈鱼,https://zhongyibaike.com/wiki/鲈鱼
猪髓,https://zhongyibaike.com/wiki/猪髓
燕窝,https://zhongyibaike.com/wiki/燕窝
玄精石,https://zhongyibaike.com/wiki/玄精石
麻黄根,https://zhongyibaike.com/wiki/麻黄根
小麦麸,https://zhongyibaike.com/wiki/小麦麸
浮小麦,https://zhongyibaike.com/wiki/浮小麦
糯稻根须,https://zhongyibaike.com/wiki/糯稻根须
五味子,https://zhongyibaike.com/wiki/五味子
乌梅,https://zhongyibaike.com/wiki/乌梅
五倍子,https://zhongyibaike.com/wiki/五倍子
白梅,https://zhongyibaike.com/wiki/白梅
白石脂,https://zhongyibaike.com/wiki/白石脂
罂粟壳,https://zhongyibaike.com/wiki/罂粟壳
禹余粮,https://zhongyibaike.com/wiki/禹余粮
诃子,https://zhongyibaike.com/wiki/诃子
盘龙七,https://zhongyibaike.com/wiki/盘龙七
石榴皮,https://zhongyibaike.com/wiki/石榴皮
肉豆蔻,https://zhongyibaike.com/wiki/肉豆蔻
赤石脂,https://zhongyibaike.com/wiki/赤石脂
柿饼,https://zhongyibaike.com/wiki/柿饼
菱壳,https://zhongyibaike.com/wiki/菱壳
石榴叶,https://zhongyibaike.com/wiki/石榴叶
凤眼草,https://zhongyibaike.com/wiki/凤眼草
没食子,https://zhongyibaike.com/wiki/没食子
山茱萸,https://zhongyibaike.com/wiki/山茱萸
覆盆子,https://zhongyibaike.com/wiki/覆盆子
桑螵蛸,https://zhongyibaike.com/wiki/桑螵蛸
金樱子,https://zhongyibaike.com/wiki/金樱子
海螵蛸,https://zhongyibaike.com/wiki/海螵蛸
莲子,https://zhongyibaike.com/wiki/莲子
莲须,https://zhongyibaike.com/wiki/莲须
芡实,https://zhongyibaike.com/wiki/芡实
刺猬皮,https://zhongyibaike.com/wiki/刺猬皮
椿皮,https://zhongyibaike.com/wiki/椿皮
鸡肠,https://zhongyibaike.com/wiki/鸡肠
紫梢花,https://zhongyibaike.com/wiki/紫梢花
常山,https://zhongyibaike.com/wiki/常山
瓜蒂,https://zhongyibaike.com/wiki/瓜蒂
胆矾,https://zhongyibaike.com/wiki/胆矾
食盐,https://zhongyibaike.com/wiki/食盐
鹅血,https://zhongyibaike.com/wiki/鹅血
白矾,https://zhongyibaike.com/wiki/白矾
皂角刺,https://zhongyibaike.com/wiki/皂角刺
茶油,https://zhongyibaike.com/wiki/茶油
土荆皮,https://zhongyibaike.com/wiki/土荆皮
黄矾,https://zhongyibaike.com/wiki/黄矾
苍耳,https://zhongyibaike.com/wiki/苍耳
藜芦,https://zhongyibaike.com/wiki/藜芦
硫黄,https://zhongyibaike.com/wiki/硫黄
雄黄,https://zhongyibaike.com/wiki/雄黄
莽草,https://zhongyibaike.com/wiki/莽草
樟脑,https://zhongyibaike.com/wiki/樟脑
大风子,https://zhongyibaike.com/wiki/大风子
木鳖子,https://zhongyibaike.com/wiki/木鳖子
蛇床子,https://zhongyibaike.com/wiki/蛇床子
蜂房,https://zhongyibaike.com/wiki/蜂房
大蒜,https://zhongyibaike.com/wiki/大蒜
皂矾,https://zhongyibaike.com/wiki/皂矾
枯矾,https://zhongyibaike.com/wiki/枯矾
肥皂荚,https://zhongyibaike.com/wiki/肥皂荚
猪骨,https://zhongyibaike.com/wiki/猪骨
蚕蛹,https://zhongyibaike.com/wiki/蚕蛹
胡桃壳,https://zhongyibaike.com/wiki/胡桃壳
白骨走马,https://zhongyibaike.com/wiki/白骨走马
粉霜,https://zhongyibaike.com/wiki/粉霜
望月砂,https://zhongyibaike.com/wiki/望月砂
番木瓜,https://zhongyibaike.com/wiki/番木瓜
蟾蜍,https://zhongyibaike.com/wiki/蟾蜍
铜绿,https://zhongyibaike.com/wiki/铜绿
藤黄,https://zhongyibaike.com/wiki/藤黄
木槿皮,https://zhongyibaike.com/wiki/木槿皮
铅粉,https://zhongyibaike.com/wiki/铅粉
吕宋果,https://zhongyibaike.com/wiki/吕宋果
银朱,https://zhongyibaike.com/wiki/银朱
烟胶,https://zhongyibaike.com/wiki/烟胶
密陀僧,https://zhongyibaike.com/wiki/密陀僧
阳桃花,https://zhongyibaike.com/wiki/阳桃花
水银,https://zhongyibaike.com/wiki/水银
松叶,https://zhongyibaike.com/wiki/松叶
雌黄,https://zhongyibaike.com/wiki/雌黄
醉鱼草,https://zhongyibaike.com/wiki/醉鱼草
升药,https://zhongyibaike.com/wiki/升药
轻粉,https://zhongyibaike.com/wiki/轻粉
砒石,https://zhongyibaike.com/wiki/砒石
铅丹,https://zhongyibaike.com/wiki/铅丹
石灰,https://zhongyibaike.com/wiki/石灰
炉甘石,https://zhongyibaike.com/wiki/炉甘石
硼砂,https://zhongyibaike.com/wiki/硼砂
走马胎叶,https://zhongyibaike.com/wiki/走马胎叶
松香,https://zhongyibaike.com/wiki/松香
蜂胶,https://zhongyibaike.com/wiki/蜂胶
蜂蜡,https://zhongyibaike.com/wiki/蜂蜡
桐油,https://zhongyibaike.com/wiki/桐油
獭皮毛,https://zhongyibaike.com/wiki/獭皮毛
水黾,https://zhongyibaike.com/wiki/水黾
鹅毛,https://zhongyibaike.com/wiki/鹅毛
猫油,https://zhongyibaike.com/wiki/猫油
蜣螂,https://zhongyibaike.com/wiki/蜣螂
升药底,https://zhongyibaike.com/wiki/升药底
白丁香,https://zhongyibaike.com/wiki/白丁香
酸枣树皮,https://zhongyibaike.com/wiki/酸枣树皮
砒霜,https://zhongyibaike.com/wiki/砒霜
木竹子,https://zhongyibaike.com/wiki/木竹子
铅霜,https://zhongyibaike.com/wiki/铅霜
硇砂,https://zhongyibaike.com/wiki/硇砂
毛车藤,https://zhongyibaike.com/wiki/毛车藤
棉花子,https://zhongyibaike.com/wiki/棉花子
